token,"editor name","default name","name variants",easting,southing,"node uid","search radius","distance offset"
ks_us183156,"KS US-183 x KS-156",K-156,,-14722.36,4663.53,,30,0
ks_us40099e,"KS US-400 x KS-99 E",KS-99,,-214.04,8295.05,5716590789183342526,-1,0
ks_us40099w,"KS US-400 x KS-99 W",KS-99,,-1617.34,7873.12,,25,0
ks_us54us183,"KS US-54 US-400 x US-183",US-54,,-14593.20,7434.29,5581201874676875264,-1,0
ks_us54ks3,"KS US-54 x KS-3",KS-3,,3826.26,6296.68,5759199896512889156,-1,0
ks_us54ks99,"KS US-54 x KS-99",KS-99,,126.09,6765.10,5580990784514031619,-1,0
ks_us54x400,"KS US-54 x US-400",US-54,,-3638.68,7545.13,,25,0
ks_us54xus69,"KS US-54 x US-69",US-54,,5503.97,6380.53,,55,0
ks_us69400,"KS US-69 x US-400",US-400,,5486.28,10204.73,,35,0
ks_us694002,"KS US-69 x US-400 Nth",US-69,,5486.38,9447.50,,35,0
ks_us75x400,"KS US-75 x US-400","Jct US-400",US-75,1622.30,9064.29,,50,0
ks_us81xus24,"KS US-81 x US-24",US-24,,-7400.80,-2170.94,,60,0
ks_wakenney,"KS WaKenney",WaKenney,,-17496.24,-615.09,5603336346783646126,-1,1
ks_wichita,"KS Wichita",Wichita,,-5995.55,7293.69,,50,0
ks_yates,"KS Yates Center","Yates Center",,1303.38,6571.37,5560247568802250752,-1,0
la_shrevepor,"LA Shreveport",Shreveport,,7974.89,36128.49,4431046756219420733,-1,39
mo_joplin,"MO Joplin",Joplin,,7282.50,11002.82,5674212740149543913,-1,0
mo_kansascit,"MO Kansas City","Kansas City",,6953.57,-25.09,,1500,6
mt_babb,"MT Babb",Babb,,-63931.71,-62150.49,5042249139683202680,-1,9
mt_belt,"MT Belt",Belt,,-56393.18,-52344.43,4966678106927792130,-1,0
mt_bigsandy,"MT Big Sandy","Big Sandy",,-53358.84,-56663.65,4818120135658303344,-1,0
mt_billings,"MT Billings",Billings,,-48818.25,-42719.17,4818120168633869815,-1,0
mt_billing90,"MT Billings I-90",Billings,,-48252.66,-42414.02,,20,-10
mt_bozeman,"MT Bozeman",Bozeman,,-59462.03,-42880.32,4818120170596824340,-1,0
mt_broadus,"MT Broadus",Broadus,,-37400.57,-39508.66,4818120151751848001,-1,0
mt_browning,"MT Browning",Browning,,-63640.17,-60786.35,5027733229830016512,-1,0
mt_butte,"MT Butte",Butte,,-64766.01,-45713.48,4818120170454227114,-1,0
mt_chester,"MT Chester",Chester,,-55466.96,-58507.59,4818120135767352779,-1,0
mt_chinook,"MT Chinook",Chinook,,-48554.91,-57904.07,4818120151407855542,-1,0
mt_circle,"MT Circle",Circle,,-37947.01,-49244.61,4818120152137689058,-1,0
mt_colfalls,"MT Columbia Falls","Columbia Falls",,-68413.28,-60598.72,4818120134370637590,-1,0
mt_conrad,"MT Conrad",Conrad,,-61066.26,-56742.43,4818120137482823503,-1,0
mt_crow_agen,"MT Crow Agency","Crow Agency",,-44168.80,-41115.87,4818120170907187840,25,0
mt_culbertso,"MT Culbertson",Culbertson,,-33562.89,-53944.68,4818120151936349682,-1,0
mt_cutbank,"MT Cut Bank","Cut Bank",,-60902.69,-60909.89,4818120134622305899,-1,0
mt_dillon,"MT Dillon",Dillon,,-67056.80,-41297.30,4818120172119369958,-1,5
mt_eastglac,"MT East Glacier","East Glacier","Glacier Nat'l Park",-65320.20,-59086.59,4818120134383229004,-1,0
mt_ennis,"MT Ennis",Ennis,,-62419.22,-41544.23,5025486364709293239,-1,5
mt_fortpeck,"MT Fort Peck","Fort Peck",,-38280.21,-52671.16,4818120151995068338,-1,0
mt_fourcnr,"MT Four Corners","Four Corners",,-60974.78,-42859.95,4818120168579369326,-1,0
mt_glasgow,"MT Glasgow",Glasgow,,-40566.30,-54816.81,4818120152599044257,-1,0
mt_glendive,"MT Glendive",Glendive,,-32900.35,-47417.61,4818120155115641021,-1,0
mt_grassrang,"MT Grass Range","Grass Range",Grassrange,-48729.48,-49167.90,4818120153899300169,-1,0
mt_greatfall,"MT Great Falls","Great Falls",,-58032.77,-54121.27,4818120152959783579,-1,0
mt_hardin,"MT Hardin",Hardin,,-44542.84,-42632.28,4818120152976587153,-1,0
mt_haugan,"MT Haugan",Haugan,,-72669.37,-54942.67,4818120170345193422,-1,0
mt_havre,"MT Havre",Havre,,-51051.40,-58001.59,4818120137264724211,-1,0
mt_helena,"MT Helena",Helena,,-62334.62,-48700.11,4818120154297780302,-1,0
mt_i15i90,"MT I-15 x I-90 East",Jct,"Jct I-90",-63704.62,-44819.61,,50,0
mt_i15i90w,"MT I-15 x I-90 West","Jct I-15","Jct I-90",-67160.02,-46398.14,,50,0
mt_i90i94,"MT I-90 x I-94","Jct I-94","Jct I-90",-45576.85,-43548.77,,120,0
mt_i90mt200e,"MT I-90 x MT-200 East","Jct MT 200",,-67195.29,-50708.71,,50,0
mt_i90us89,"MT I-90 x US-89","Jct US 89","Jct I-90",-56435.75,-42422.56,,50,0
mt_jordan,"MT Jordan",Jordan,,-41862.68,-49446.03,4818120154830433842,-1,0
mt_kalispell,"MT Kalispell",Kalispell,,-69665.42,-59366.93,4818120135305967572,-1,0
mt_laurel,"MT Laurel",Laurel,,-50684.64,-40863.25,4818120172182260259,-1,0
mt_lewistown,"MT Lewistown",Lewistown,,-51576.09,-49936.44,4818120152158663507,-1,0
mt_lima,"MT Lima",Lima,,-65838.77,-38218.74,4818120170923992614,-1,0
mt_lindsay,"MT Lindsay",Lindsay,,-36668.43,-49019.59,4818120151990888096,-1,0
mt_loganpass,"MT Logan Pass","Logan Pass",,-65887.50,-62079.08,5042249139209244490,-1,0
mt_lolo,"MT Lolo",Lolo,,-70111.88,-49357.71,5044937532951691264,-1,0
mt_lolohotsp,"MT Lolo Hot Springs","Lolo Hot Springs",,-71189.97,-49869.89,4818120170563284630,-1,0
mt_lookout_p,"MT Lookout Pass","Lookout Pass",,-74536.52,-55993.22,4818081395007095108,20,0
mt_malta,"MT Malta",Malta,,-44556.17,-56068.84,4818120154108990598,-1,0
mt_milescity,"MT Miles City","Miles City",,-38988.39,-45715.27,4818120151571489418,-1,0
mt_missoula,"MT Missoula",Missoula,,-68645.48,-51151.71,4818120172433947604,-1,0
mt_mt135x200,"MT MT-135 x MT-200","Jct MT-200","Mont 135",-71665.75,-55623.10,4818120170491994142,-1,0
mt_mt24mt200,"MT MT-24 x MT-200","Jct MT 200",,-39126.95,-49221.43,4818120151214943310,-1,0
mt_polson,"MT Polson",Polson,,-68412.50,-56290.93,4818120172287157964,-1,0
mt_quakelake,"MT Quake Lake","Quake Lake",,-61591.84,-40449.34,5025486361722950474,-1,0
mt_roundup,"MT Roundup",Roundup,,-47860.16,-45905.38,4818120169103626979,-1,0
mt_shelby,"MT Shelby",Shelby,,-58699.26,-58883.85,4818120136971117358,-1,0
mt_sidney,"MT Sidney",Sidney,,-32021.11,-51249.56,4818120155119828187,-1,0
mt_sidney200,"MT Sidney MT 200 N",Sidney,,-37445.50,-49478.42,4818120152104135025,-1,73
mt_stmary,"MT St Mary","St Mary","St. Mary",-63964.56,-62199.01,5042249138521379918,-1,0
mt_stregis,"MT St Regis","St Regis",,-71262.27,-53983.75,4818120169896402633,-1,0
mt_thompsonf,"MT Thompson Falls","Thompson Falls",,-72821.77,-56427.50,4818120170101924726,-1,0
mt_troy,"MT Troy",Troy,,-73841.52,-61811.81,4818090224235127126,-1,0
mt_us191mt19,"MT US-191 x MT-19","Jct MT 19","Jct US 191",-48630.65,-50904.41,4818120153299513453,-1,0
mt_us2mt24,"MT US-2 x MT-24","Jct MT 24",,-39260.26,-54304.29,4818120154213854375,-1,0
mt_us212310,"MT US-212 x US-310","Jct US-212",,-50457.08,-39000.12,4818120172576528166,-1,0
mt_us87us191,"MT US-87 x US-191","Jct US 191",,-53589.54,-49383.19,4818120151416273212,-1,0
mt_us87us89,"MT US-87 x US-89","Jct US 89",,-56212.74,-51980.40,4818120151663737649,-1,0
mt_us93mt43,"MT US-93 x MT-43","JCT MT-43",,-70518.36,-45284.54,4818120168357079572,-1,0
mt_westglac,"MT West Glacier","West Glacier",,-66765.48,-60819.68,4818120138145517216,-1,0
mt_wyellow,"MT West Yellowstone","West Yellowstone","W Yellowstone; W. Yellowstone",-60378.07,-38688.39,4818063681299481300,-1,0
mt_whitesulp,"MT White Sulphur Springs","White Sulphur Springs",,-57960.35,-47792.86,4818120152083190627,-1,0
mt_wolfpoint,"MT Wolf Point","Wolf Point",,-36081.83,-53679.80,4818120153421132672,-1,0
mtwy_sl59,"MT WY Hwy-59 Border","State Border","State Line",-36792.17,-36308.13,4818049630506910621,-1,0
mx_mexicoi19,"MX Mexico I-19 (Nogales)",Mexico,,-72102.04,37302.65,444934437478800172,-1,2
nd_williston,"ND Williston",Williston,,-32973.27,-54048.76,4818120152263505868,-1,41
ne_all,"NE Alliance",Alliance,,,,5515628220864596674,-1,0
ne_alm,"NE Alma",Alma,,,,5515597003049994846,-1,0
ne_ans,"NE Ansley",Ansley,,,,5572331303963918336,-1,0
ne_aub,"NE Auburn",Auburn,,,,5515577763622355309,-1,0
ne_bas,"NE Bassett",Bassett,,,,5548137443645784065,-1,0
ne_bea,"NE Beatrice",Beatrice,,,,5515577763362308783,-1,0
ne_cha,"NE Chadron",Chadron,,,,5515600252306007030,-1,0
ne_col,"NE Columbus",Columbus,,,,5515572248125184460,-1,0
ne_gis,"NE Grand Island","Grand Island",,-10053.47,-11796.84,,80,0
ne_mccook,"NE McCook",McCook,,-19813.31,-7501.42,,50,0
ne_mer,"NE Merriman",Merriman,,,,5515600251236457239,-1,0
ne_nor,"NE Norfolk",Norfolk,,,,5515560995369622898,-1,0
ne_npl,"NE North Platte","North Platte",,,,5515560994593690386,-1,0
ne_one,"NE O'Neill",O'Neill,,,,5515560993339577699,-1,0
ne_oga,"NE Ogallala",Ogallala,,,,5515560993926793700,-1,0
ne_rcl,"NE Red Cloud","Red Cloud",,,,5515588001347996737,-1,0
ne_sco,"NE Scottsbluff",Scottsbluff,,,,5515560993838698587,-1,0
ne_sid,"NE Sidney",Sidney,,,,5515560996082665305,-1,0
ne_the,"NE Thedford",Thedford,,,,5515560995130548600,-1,0
ne_val,"NE Valentine",Valentine,,,,5591405152265895939,-1,0
nm_alamogord,"NM Alamogordo",Alamogordo,,-46978.06,31467.34,576680419945611264,-1,0
nm_albuquerq,"NM Albuquerque",Albuquerque,,-49223.66,20147.89,548462769446584322,25,-5
nm_i40ealbu,"NM Albuquerque I-40E",Albuquerque,,-49691.19,19097.24,551775117588561921,-1,2
nm_artesia,"NM Artesia",Artesia,,-39588.83,33134.65,513267297294614530,-1,0
nm_bloomfiel,"NM Bloomfield",Bloomfield,,-53155.10,9046.18,2794828970569963825,-1,0
nm_carlsbad,"NM Carlsbad",Carlsbad,,-38421.18,35701.16,517986235654995971,-1,0
nm_carlscav,"NM Carlsbad Caverns","Carlsbad Caverns",,-39221.44,37111.82,,25,7
nm_carrizozo,"NM Carrizozo",Carrizozo,,-45946.79,27712.82,594793516691357843,-1,0
nm_clayton,"NM Clayton",Clayton,"Clayton NM.",-32454.65,13145.40,4398026206593877186,-1,0
nm_clovis,"NM Clovis",Clovis,,-33281.52,24693.76,494239107105882112,-1,0
nm_corona,"NM Corona",Corona,,-44143.22,24188.70,562552962085748739,-1,0
nm_desmoines,"NM Des Moines","Des Moines",,-34951.70,10823.09,4420017677152747520,-1,0
nm_eaglenest,"NM Eagle Nest","Eagle Nest",,-42949.93,11867.40,570297949751941580,-1,0
nm_elida,"NM Elida",Elida,,-35317.75,26859.90,576929844416675840,-1,0
nm_farmingto,"NM Farmington",Farmington,,-54716.66,8494.84,489809449557032963,-1,0
nm_fortsumne,"NM Fort Sumner","Fort Sumner",,-38092.59,23831.65,2695295766935375247,-1,0
nm_gallup,"NM Gallup",Gallup,,-57720.81,15655.65,564411944166162436,-1,0
nm_hobbs,"NM Hobbs",Hobbs,,-33776.08,34891.18,522153474807431172,-1,0
nm_i10i25,"NM I-10 x I-25",Jct,,-50703.57,35686.38,,200,0
nm_i25nm599,"NM I-25 x NM-599",Jct,,-45801.09,16997.33,592138473927155580,50,0
nm_i25us380,"NM I-25 x US-380","Jct I-25",,-50996.52,26202.16,549253112676090027,50,0
nm_i25us550,"NM I-25 x US-550","Jct I-25",,-47590.21,17359.76,2794828972935557476,-1,0
nm_i25us64,"NM I-25 x US-64",Jct,,-38630.13,12548.92,551491678789370177,50,0
nm_i25us70,"NM I-25 x US-70","Jct I-25",,-51160.51,33895.66,,75,0
nm_i25us84s,"NM I-25 x US-84 Sth","Jct I-25",,-42046.24,17510.93,2468168517040799911,50,0
nm_i40us84w,"NM I-40 x US-84 West","Jct I-40",,-41627.16,20582.18,2472756609169162405,50,0
nm_lascruces,"NM Las Cruces","Las Cruces",,-51873.68,34656.99,468675959465574402,-1,0
nm_logan,"NM Logan",Logan,,-32150.35,18162.48,5138853054647437458,-1,0
nm_lordsburg,"NM Lordsburg",Lordsburg,,-60698.30,33300.92,2827694765054427367,-1,0
nm_mountpark,"NM Mountain Park","Mountain Park",,-43739.67,32167.32,2412323496312045570,-1,0
nmoksl56,"NM OK US-56 Border","State Line",,-31569.54,12642.01,5334559939877076994,-1,0
nm_quemado,"NM Quemado",Quemado,,-57995.23,22260.30,576955810812854274,-1,0
nm_raton,"NM Raton",Raton,,-38034.82,10061.43,553218367174279172,-1,0
nm_riogranbr,"NM Rio Grande Gorge Bridge","Rio Grande Gorge Bridge",,-45003.27,10215.14,570297950964094071,-1,0
nm_roswell,"NM Roswell",Roswell,,-39673.94,29930.58,507304875838799877,-1,0
nm_santafe,"NM Santa Fe","Santa Fe",,-44374.85,15953.06,592138474725119266,-1,0
nm_santarosa,"NM Santa Rosa","Santa Rosa",,-39823.77,21207.82,559558746581696512,-1,0
nm_shiprock,"NM Shiprock",Shiprock,,-57006.49,8301.27,483116996284252163,-1,0
nm_skycity,"NM Sky City","Sky City",,-53340.32,18425.51,479054551592402944,-1,0
nm_socorro,"NM Socorro",Socorro,,-50870.50,24491.18,470847045042044930,-1,0
nm_texico,"NM Texico",Texico,,-31752.60,24864.86,4731871181724123138,-1,0
nm_tierra,"NM Tierra Amarilla","Tierra Amarilla",,-47421.35,9322.93,2422222174967889920,-1,0
nm_tucumcari,"NM Tucumcari",Tucumcari,,-35523.09,19952.15,489364823349854211,-1,0
nm_tularosa,"NM Tularosa",Tularosa,,-47208.35,30359.32,516973238179463175,-1,0
nmtx_sli40,"NM TX I-40 Border","State Line",,-31993.49,20747.08,,20,0
nmtxsl54,"NM TX US-54 Border","State Line",,-31391.91,17389.82,5138853055716984251,-1,0
nmtxus62sl,"NM TX US-62 US-180 Border","State Line",,-40047.48,37933.55,4857126666319429632,-1,0
nm_us64us84e,"NM US-64 x US-84 East",Jct,,-47430.02,10288.09,569886319674261530,-1,0
nm_us70us380,"NM US-70 x US-380","Jct US-70",,-43431.48,29460.45,506527935993348098,-1,0
nm_us84285nm,"NM US-84 US-285 x NM-599",Jct,,-45180.24,15090.39,592138477623381899,50,0
nm_vaughn,"NM Vaughn",Vaughn,,-42323.56,22869.16,561389506343141376,-1,0
nm_whitesand,"NM White Sands Missile Range","White Sands Missile Range",,-49395.68,33965.61,444198348928516096,-1,0
nm_whitescit,"NM Whites City","Whites City",,-39220.41,37113.41,,25,0
nv_austin,"NV Austin",Austin,,-91168.20,-13706.64,442744268245961913,-1,0
nv_battlemtn,"NV Battle Mountain","Battle Mtn",,-89283.53,-21993.10,439483833367408134,-1,0
nv_beatty,"NV Beatty",Beatty,,-92357.80,1989.53,491733622029680640,-1,0
nv_carsoncit,"NV Carson City","Carson City",,-102076.10,-11339.89,478731077055283200,-1,0
nv_coaldale,"NV Coaldale Jct","Coaldale Jct",,-96010.48,-6083.17,,30,0
nv_denio,"NV Denio",Denio,,-93825.98,-28581.53,3138002460763099948,-1,2
nv_deniojct,"NV Denio Junction","Denio Jct",,-93830.39,-28457.95,3138002460045873730,-1,0
nv_elko,"NV Elko",Elko,,-83350.09,-19757.71,435385447024434895,-1,0
nv_ely,"NV Ely",Ely,,-82145.50,-10050.68,492075394296709123,-1,0
nv_goldfield,"NV Goldfield",Goldfield,,-92722.95,-1538.88,492081560612372482,-1,0
nv_i15xus93,"NV I-15 x US-93",Jct,,-83467.38,5504.11,3869945684128236102,40,0
nv_indianspg,"NV Indian Springs","Indian Spgs",,-87361.96,5013.76,439345037036356859,-1,0
nv_jackpot,"NV Jackpot",Jackpot,,-78092.52,-24884.12,3675691545174431201,-1,0
nv_lasvegas,"NV Las Vegas","Las Vegas",,-85001.45,6393.79,3865115476967620610,-1,0
nv_maz1,"NV Mazany Creek","Mazany Ck",,-83373.69,-861.16,439396655434958531,-1,0
nv_mont_pass,"NV Montgomery Pass","Montgomery Pass",,,,5628404799043725222,-1,0
nvmcdermitt,"NV OR McDermitt",McDermitt,,-88968.12,-27362.31,2899070664429076482,-1,0
nv_owyhee,"NV Owyhee",Owyhee,,-83941.08,-26383.96,3675691545824545084,-1,0
nv_panaca,"NV Panaca",Panaca,,-81134.67,-2471.72,3746483190439284349,-1,0
nv_pioche,"NV Pioche",Pioche,,-81125.55,-4752.80,436462883885551455,-1,0
nv_primm,"NV Primm",Primm,,-87050.30,9650.83,451959614098309120,-1,0
nv_rachel,"NV Rachel",Rachel,,-86645.30,-748.31,436714916648456141,-1,0
nv_reno,"NV Reno",Reno,,-102674.80,-16953.92,434529572108849604,-1,0
nv_sparks,"NV Sparks",Sparks,,,,,-1,1
nv_sparksi80,"NV Sparks I-80E",Sparks,,-101050.90,-16902.05,434529571315075718,-1,-8
nv_tonopah,"NV Tonopah",Tonopah,,-93519.61,-5520.67,3139482126711592880,-1,0
nv_us50nv376,"NV US-50 x NV-376","Jct NV-376",,-90588.39,-13429.22,482039819069030427,-1,0
nv_us6xus93,"NV US-6 US-50 x US-93","Jct US-93",,-80176.47,-8025.82,3474919640613847042,-1,0
nv_us6x264,"NV US-6 x NV-264",Jct,,,,5628404802097178110,-1,0
nv_us6nv375,"NV US-6 x NV-375","Jct SR-375",,-89574.73,-5561.04,3673011965742546946,-1,0
nv_us6us95,"NV US-6 x US-95","Jct US-6",,-95530.64,-6213.73,3139482127986659530,-1,0
nv_us93xalt9,"NV US-93 x ALT US-93",Jct,,-79373.69,-14424.93,498745077477408771,-1,0
nv_us93nv375,"NV US-93 x NV-375","Jct NV-375",,-85315.17,-733.01,436714919321277093,-1,0
nv_us95nv140,"NV US-95 x NV-140",Jct,,-89439.03,-23844.11,3138002458942770612,-1,0
nv_ut_sl6,"NV UT US-6 US-50 Border","State Line",,-77815.61,-8627.86,3193160233187215415,-1,0
nv_wendover,"NV UT Wendover",Wendover,,-75506.27,-17942.72,3173199441062994812,-1,0
nv_wells,"NV Wells",Wells,,-79683.95,-20742.73,435389978241139425,-1,0
nv_winnemucc,"NV Winnemucca",Winnemucca,,-91407.78,-22287.83,439483832141620472,-1,0
ok_altus,"OK Altus",Altus,,-16539.14,22628.66,5292077183233236317,-1,0
ok_ardmore,"OK Ardmore",Ardmore,,-4401.92,24881.35,5292077166451877892,-1,0
ok_beaversbe,"OK Beavers Bend","Beavers Bend",,7108.42,24945.41,5292077165680119239,-1,0
ok_boisecity,"OK Boise City","Boise City",,-29139.05,11595.19,,80,0
ok_brokenbow,"OK Broken Bow","Broken Bow",,6526.19,25651.61,5292077166741278303,-1,0
ok_brkbwdam,"OK Broken Bow Dam","Broken Bow Dam",,5933.68,23361.98,5292077165474589760,-1,0
ok_bryanscnr,"OK Bryan's Corner","Bryan's Corner","Bryan's Cnr",-22169.93,12662.11,,30,0
ok_checotah,"OK Checotah",Checotah,,3093.93,19331.57,,15,0
ok_chouteau,"OK Chouteau",Chouteau,,3891.26,14911.88,,50,2
ok_cleospgs,"OK Cleo Springs","Cleo Springs","Cleo Spgs",-11530.54,14529.48,5292077164044294748,-1,2
ok_clinton,"OK Clinton",Clinton,,-13294.76,18191.71,5292077162702145694,-1,0
ok_duncan,"OK Duncan",Duncan,,-9003.08,24135.62,5427077383776502414,-1,0
ok_durant,"OK Durant",Durant,,-1337.38,26519.41,,50,2
ok_enid,"OK Enid",Enid,,-8761.17,14775.06,5292077163306101688,-1,0
ok_guymon,"OK Guymon",Guymon,,-25018.40,12343.78,,200,1
ok_henryetta,"OK Henryetta",Henryetta,,-996.74,19222.36,,20,2
ok_hochatown,"OK Hochatown",Hochatown,,5420.80,23507.84,5292077166422502671,-1,0
ok_hugo,"OK Hugo",Hugo,,1664.17,27092.68,,15,0
ok_i35xi44,"OK I-35 x I-44","Jct I-35","Jct I-44",-5671.32,18072.01,,120,0
ok_i35xus412,"OK I-35 x US-412","Jct US-412","Jct I-35",-6047.33,14276.29,,50,0
ok_idabel,"OK Idabel",Idabel,,5099.07,27270.28,5292077166342819697,-1,0
ok_lawton,"OK Lawton",Lawton,,-11628.14,23980.22,5292077180800536060,-1,-2
ok_madill,"OK Madill",Madill,,-3415.69,25843.25,5292077165759818298,-1,0
ok_mcalester,"OK McAlester",McAlester,,1676.17,22559.18,,25,0
ok_miami,"OK Miami",Miami,,4899.07,11833.98,5793406593686831104,-1,0
ok_midwestci,"OK Midwest City","Midwest City",,-5330.93,19534.93,5448969157449769306,-1,2
ok_muskogee,"OK Muskogee",Muskogee,,3313.84,17614.31,5460977408395904765,-1,3
ok_oklacity,"OK Oklahoma City","Oklahoma City","Okla. City",-7257.50,19497.72,,50,2
ok_sallisaw,"OK Sallisaw",Sallisaw,,5218.76,19063.50,5292077163004127965,-1,2
ok_seiling,"OK Seiling",Seiling,,-13879.24,15731.76,5427112652697371218,-1,2.5
ok_spiro,"OK Spiro",Spiro,,6024.05,20880.52,5292077166342815491,-1,3
ok_stroud,"OK Stroud",Stroud,,-3551.82,17784.44,5310061515289526274,-1,2
ok_tonkawa,"OK Tonkawa",Tonkawa,,-6107.06,12785.97,5677104249201954750,-1,4
ok_tulsa,"OK Tulsa",Tulsa,,-720.56,14649.77,,150,0
ok_tx_i44_sl,"OK TX I-44 Border","State Line",,-12013.50,26374.95,,10,0
oktx_texhoma,"OK TX Texhoma",Texhoma,,-26837.38,13052.05,5396927006420700809,-1,0
ok_tx_259_sl,"OK TX US-259 Border","State Line",,5838.40,29298.72,,20,0
oktxsl271,"OK TX US-271 Border","State Line",,2343.15,28500.99,,15,0
oktxsl385,"OK TX US-385 Border","State Line",,-29531.02,13061.78,5321302767072378880,-1,0
oktxsl83,"OK TX US-83 Border","State Line",,-22208.73,13594.91,5292077165269025457,-1,0
ok_us64us183,"OK US-64 x US-183",US-64,,-16223.93,11532.50,,30,0
ok_us69i44,"OK US-69 x US-60 I-44","Jct US-60 / I-44",,4645.24,13550.49,,50,0
ok_us70us259,"OK US-70 x US-259","US-259/SH-3  Jct",,6150.43,26985.50,5292077162500837124,-1,0
ok_ux75x66nt,"OK US-75 x 66th St Nth","66th St Nth",,596.61,13032.37,,20,0
ok_waurika,"OK Waurika",Waurika,,-9092.84,25147.92,5427081765477810554,-1,1
ok_woodward,"OK Woodward",Woodward,,-15097.85,13982.52,5292077164979621975,-1,0
or_adel,"OR Adel",Adel,,-98097.48,-31772.69,3138002460956039365,-1,0
or_albany,"OR Albany",Albany,,-107704.20,-47775.85,2910559992513901051,-1,0
or_astoria,"OR Astoria",Astoria,,-106239.40,-57232.44,2766847982635909153,-1,0
or_bakercity,"OR Baker City","Baker City",,-86808.48,-43244.80,2915019129784565760,-1,0
or_bend,"OR Bend",Bend,,-101191.40,-42006.59,2609261609952150329,-1,2
or_bendus97,"OR Bend US-97",Bend,"Bend Ore",-101439.00,-42095.04,2609261612946883267,25,1
or_biggs,"OR Biggs",Biggs,,-95895.33,-50997.65,2738853194284597248,-1,0
or_bly,"OR Bly",Bly,,-102873.40,-33655.86,3071265421317772862,-1,0
or_brothers,"OR Brothers",Brothers,,-97062.99,-38916.52,526260447293407234,-1,0
or_burns,"OR Burns",Burns,,-93078.04,-38153.52,2673296738915778564,-1,0
or_burnsjct,"OR Burns Jct","Burns Jct",,-89467.05,-32385.40,,200,0
or_canyonvil,"OR Canyonville",Canyonville,,-110674.10,-39020.96,2923912530790126297,-1,0
or_coosbay,"OR Coos Bay","Coos Bay",,-113946.00,-42210.06,2722253851075018752,-1,0
or_craterlak,"OR Crater Lake","Crater Lake",,-105270.60,-36735.08,2673162874176208896,-1,34
or_crescent,"OR Crescent",Crescent,,-103731.30,-40099.11,2472968161566720002,-1,0
or_eugene,"OR Eugene",Eugene,,-108625.10,-45036.61,2913654500197924864,-1,0
or_grants,"OR Grants Pass","Grants Pass",,-111663.10,-36995.59,2811315444013989890,-1,0
or_hunterck,"OR Hunter Ck","Hunter Ck",,-115283.30,-38189.32,2541090189158383619,-1,0
or_i5xi405s,"OR I-5 x I-405 South",Jct,,-105056.10,-51196.16,2602106883980526628,-1,0
or_i82i84,"OR I-82 x I-84",Jct,,-91432.47,-50334.24,,100,0
or_johnday,"OR John Day","John Day",,-91649.75,-42324.37,2830799995316797443,-1,0
or_jordanval,"OR Jordan Valley","Jordan Valley",,-85995.89,-32744.01,2593209051081342976,-1,0
or_juntura,"OR Juntua",Juntura,,-89044.77,-37731.88,526261407570919424,-1,0
or_klamath,"OR Klamath Falls","Klamath Falls",,-105781.80,-32879.84,3200193052380891477,-1,0
or_lakeofthe,"OR Lake of the Woods","Lake of the Woods",,-107487.40,-34636.88,3200193051613334620,-1,0
or_lakeview,"OR Lakeview",Lakeview,,-100312.00,-31169.96,2463743256237178880,-1,0
or_maupin,"OR Maupin",Maupin,,-98434.55,-48040.09,2649338210157002752,-1,0
or_medford,"OR Medford",Medford,,-109942.40,-35477.75,2794680211983106086,-1,2
or_newport,"OR Newport",Newport,,-110763.10,-50070.94,2910555491274925747,-1,0
or_onabeach,"OR Ona Beach","Ona Beach",,-111436.30,-46476.31,2910555489962105105,-1,0
or_ontario,"OR Ontario",Ontario,,-84253.87,-38029.95,2890136462505279488,-1,0
or_pacificci,"OR Pacific City","Pacific City",,-109755.60,-51738.34,2863169905812703350,-1,0
or_pendleton,"OR Pendleton",Pendleton,,-88883.16,-49191.63,2591281812202782724,-1,0
or_pleasanth,"OR Pleasant Hill","Pleasant Hill",,-108166.40,-42378.31,3210363809480253306,-1,0
or_porti5n,"OR Portland I-5N",Portland,,-105238.80,-51609.68,2602106882608989107,-1,0
or_porti5s,"OR Portland I-5S",Portland,,-104352.80,-53457.24,2579750066109874976,-1,0
or_porti84w,"OR Portland I-84W",Portland,,-104319.60,-52027.36,2602106881237451556,-1,0
or_porlus30e,"OR Portland US-30E",Portland,,-105318.70,-52806.79,2800842887598833664,-1,0
or_riley,"OR Riley",Riley,,-95044.17,-37505.25,2784632511870337024,-1,0
or_rome,"OR Rome",Rome,,-87816.63,-32476.77,2863028964401086464,-1,0
or_salem,"OR Salem",Salem,,-106931.80,-49145.70,2910559991184306330,-1,0
or_shaniko,"OR Shaniko",Shaniko,,-96573.78,-47935.59,2661564588784812032,-1,0
or_terrebonn,"OR Terrebonne",Terrebonne,,-100281.00,-44926.33,2530750710007005186,-1,0
or_thedalles,"OR The Dalles","The Dalles",,-98396.19,-50541.95,2456508610403303424,-1,0
or_toledo,"OR Toledo",Toledo,,-109377.30,-49688.93,2910555490427676811,-1,1
or_troutdale,"OR Troutdale",Troutdale,,-101411.60,-52060.25,2872653127872742106,-1,1
or_us20us395,"OR US-20 x US-395","Jct US-20",,-92694.27,-38662.10,2454798542238777344,-1,0
or_us97nor58,"OR US-97N x OR-58","Jct OR-58",,-104292.50,-38913.04,3210363812445622698,-1,0
or_vale,"OR Vale",Vale,,-86960.41,-37477.71,,40,0
or_williamet,"OR Williamette Pass","Williamette Pass",,-105735.00,-40891.45,3210363812042970744,-1,0
